Suburb,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
Abbotsford,3,h(categorical),14.115615891155079,VB(categorical),Nelson(categorical),12/11/2016(categorical),1.252762968495368,8.028781162487148,3.0,2.0,2.0,5.3706380281276624,5.25227342804663,7.603897968521881,Yarra(categorical),-37.8085,144.9964,Northern Metropolitan(categorical),4019.0
Abbotsford,2,u(categorical),13.527829818844937,S(categorical),Biggin(categorical),12/11/2016(categorical),1.252762968495368,8.028781162487148,2.0,2.0,1.0,0.0,4.553876891600541,7.605890001053122,Yarra(categorical),-37.8078,144.9965,Northern Metropolitan(categorical),4019.0
Abbotsford,2,h(categorical),13.974649632180673,S(categorical),Biggin(categorical),13/08/2016(categorical),1.252762968495368,8.028781162487148,2.0,1.0,1.0,5.278114659230517,4.844187086458591,7.58629630715272,Yarra(categorical),-37.8084,144.9973,Northern Metropolitan(categorical),4019.0
Abbotsford,1,u(categorical),12.996802422000108,SP(categorical),Greg(categorical),14/05/2016(categorical),1.252762968495368,8.028781162487148,1.0,1.0,1.0,0.0,4.844187086458591,7.58629630715272,Yarra(categorical),-37.8016,144.9988,Northern Metropolitan(categorical),4019.0
Abbotsford,2,h(categorical),14.085538458535822,S(categorical),Jellis(categorical),15/10/2016(categorical),1.252762968495368,8.028781162487148,2.0,1.0,2.0,5.476463551931511,4.584967478670572,7.544861068658458,Yarra(categorical),-37.809,144.9976,Northern Metropolitan(categorical),4019.0
Abbotsford,3,h(categorical),13.997832948091215,S(categorical),Jellis(categorical),16/07/2016(categorical),1.252762968495368,8.028781162487148,3.0,2.0,1.0,4.736198448394496,4.709530201312334,7.53955882930103,Yarra(categorical),-37.8056,144.993,Northern Metropolitan(categorical),4019.0
Abbotsford,3,h(categorical),13.978055337127943,S(categorical),LITTLE(categorical),16/07/2016(categorical),1.252762968495368,8.028781162487148,2.0,1.0,1.0,4.9344739331306915,4.663439094112067,7.544861068658458,Yarra(categorical),-37.8021,144.9965,Northern Metropolitan(categorical),4019.0
Abbotsford,3,h(categorical),13.769467666582738,S(categorical),Collins(categorical),17/09/2016(categorical),1.252762968495368,8.028781162487148,3.0,1.0,0.0,5.214935757608986,4.844187086458591,7.58629630715272,Yarra(categorical),-37.8022,144.9975,Northern Metropolitan(categorical),4019.0
Abbotsford,2,h(categorical),13.698977865303197,S(categorical),Biggin(categorical),17/09/2016(categorical),1.252762968495368,8.028781162487148,2.0,1.0,1.0,5.017279836814924,4.30406509320417,7.593877844605118,Yarra(categorical),-37.8011,145.0004,Northern Metropolitan(categorical),4019.0
Abbotsford,4,h(categorical),14.100690252077353,PI(categorical),Kay(categorical),18/03/2017(categorical),1.252762968495368,8.028781162487148,4.0,2.0,2.0,6.660575149839686,4.912654885736052,7.550135342488429,Yarra(categorical),-37.8073,144.9952,Northern Metropolitan(categorical),4019.0
Abbotsford,3,t(categorical),13.710151153416941,S(categorical),Beller(categorical),18/03/2017(categorical),1.252762968495368,8.028781162487148,3.0,2.0,2.0,0.0,4.844187086458591,7.606387389772652,Yarra(categorical),-37.8093,144.9959,Northern Metropolitan(categorical),4019.0
Abbotsford,3,u(categorical),13.901689171636098,S(categorical),Jellis(categorical),18/03/2017(categorical),1.252762968495368,8.028781162487148,3.0,2.0,2.0,8.364275084991524,3.332204510175204,7.58629630715272,Yarra(categorical),-37.8078,144.9965,Northern Metropolitan(categorical),4019.0
Abbotsford,2,u(categorical),13.122365377402328,S(categorical),Collins(categorical),18/06/2016(categorical),1.252762968495368,8.028781162487148,2.0,1.0,1.0,0.0,4.110873864173311,7.58629630715272,Yarra(categorical),-37.8015,144.9972,Northern Metropolitan(categorical),4019.0
Abbotsford,2,h(categorical),13.910821646859095,PI(categorical),Biggin(categorical),18/06/2016(categorical),1.252762968495368,8.028781162487148,2.0,2.0,1.0,4.8283137373023015,4.912654885736052,7.607878073278507,Yarra(categorical),-37.8079,144.9977,Northern Metropolitan(categorical),4019.0
Abbotsford,2,h(categorical),14.089347984049986,S(categorical),Marshall(categorical),19/11/2016(categorical),1.252762968495368,8.028781162487148,2.0,1.0,0.0,4.997212273764115,4.454347296253507,7.550135342488429,Yarra(categorical),-37.808,144.994,Northern Metropolitan(categorical),4019.0
Abbotsford,1,u(categorical),12.962196972666593,SP(categorical),Greg(categorical),22/08/2016(categorical),1.252762968495368,8.028781162487148,1.0,1.0,1.0,0.0,4.844187086458591,7.58629630715272,Yarra(categorical),-37.8016,144.9988,Northern Metropolitan(categorical),4019.0
Abbotsford,3,h(categorical),14.185349179275335,PI(categorical),Nelson(categorical),22/08/2016(categorical),1.252762968495368,8.028781162487148,3.0,3.0,1.0,5.117993812416755,5.1647859739235145,7.607381425639791,Yarra(categorical),-37.8017,145.0001,Northern Metropolitan(categorical),4019.0
Abbotsford,1,u(categorical),13.032440858057756,S(categorical),Jellis(categorical),22/08/2016(categorical),1.252762968495368,8.028781162487148,1.0,1.0,1.0,0.0,3.9318256327243257,7.58629630715272,Yarra(categorical),-37.8078,144.9965,Northern Metropolitan(categorical),4019.0
Abbotsford,2,h(categorical),13.942144089954521,S(categorical),Nelson(categorical),22/08/2016(categorical),1.252762968495368,8.028781162487148,2.0,2.0,2.0,4.59511985013459,4.859812404361672,7.560601162768557,Yarra(categorical),-37.8005,144.9952,Northern Metropolitan(categorical),4019.0
Abbotsford,4,h(categorical),14.248591481613632,S(categorical),Collins(categorical),24/09/2016(categorical),1.252762968495368,8.028781162487148,4.0,3.0,1.0,0.0,4.844187086458591,7.58629630715272,Yarra(categorical),-37.7994,144.9965,Northern Metropolitan(categorical),4019.0
Abbotsford,3,h(categorical),14.070153551531353,S(categorical),Biggin(categorical),25/02/2017(categorical),1.252762968495368,8.028781162487148,3.0,2.0,2.0,4.997212273764115,2.9444389791664403,7.58629630715272,Yarra(categorical),-37.805,144.9943,Northern Metropolitan(categorical),4019.0
Abbotsford,3,h(categorical),14.070153551531353,S(categorical),Biggin(categorical),25/02/2017(categorical),1.252762968495368,8.028781162487148,3.0,1.0,1.0,5.1298987149230735,4.8283137373023015,7.576097340623111,Yarra(categorical),-37.8007,144.9958,Northern Metropolitan(categorical),4019.0
Abbotsford,1,u(categorical),13.060490101343552,S(categorical),Nelson(categorical),26/07/2016(categorical),1.252762968495368,8.028781162487148,1.0,1.0,1.0,0.0,3.9318256327243257,7.607878073278507,Yarra(categorical),-37.8055,144.9961,Northern Metropolitan(categorical),4019.0
Abbotsford,2,h(categorical),13.981025843899115,S(categorical),Jellis(categorical),27/11/2016(categorical),1.252762968495368,8.028781162487148,2.0,1.0,0.0,5.093750200806762,4.5217885770490405,7.550135342488429,Yarra(categorical),-37.8016,144.9956,Northern Metropolitan(categorical),4019.0
Abbotsford,3,h(categorical),13.993657580167481,SP(categorical),Jellis(categorical),27/11/2016(categorical),1.252762968495368,8.028781162487148,3.0,2.0,1.0,4.795790545596741,4.859812404361672,7.6004023345004,Yarra(categorical),-37.8022,144.9954,Northern Metropolitan(categorical),4019.0
Abbotsford,2,h(categorical),13.827934065616665,S(categorical),Nelson(categorical),28/05/2016(categorical),1.252762968495368,8.028781162487148,2.0,1.0,0.0,5.209486152841421,4.418840607796598,7.550135342488429,Yarra(categorical),-37.8021,144.9976,Northern Metropolitan(categorical),4019.0
Abbotsford,2,h(categorical),13.845070331079134,S(categorical),Biggin(categorical),30/07/2016(categorical),1.252762968495368,8.028781162487148,2.0,1.0,1.0,5.153291594497779,4.406719247264253,7.565793282428515,Yarra(categorical),-37.8086,144.9946,Northern Metropolitan(categorical),4019.0
Airport West,3,t(categorical),13.641158361294979,PI(categorical),Nelson(categorical),3/09/2016(categorical),2.6741486494265287,8.02059914989697,3.0,2.0,1.0,5.717027701406222,5.420534999272286,7.6093665379542115,Moonee Valley(categorical),-37.718,144.878,Western Metropolitan(categorical),3464.0
Airport West,3,h(categorical),13.500801182986649,VB(categorical),Nelson(categorical),3/12/2016(categorical),2.6741486494265287,8.02059914989697,3.0,2.0,1.0,0.0,4.983606621708336,7.583756300707112,Moonee Valley(categorical),-37.7203,144.8755,Western Metropolitan(categorical),3464.0
Airport West,3,h(categorical),13.554147092530322,SP(categorical),Nelson(categorical),4/03/2017(categorical),2.6741486494265287,8.02059914989697,3.0,2.0,1.0,0.0,4.983606621708336,7.583756300707112,Moonee Valley(categorical),-37.7203,144.8755,Western Metropolitan(categorical),3464.0
Airport West,2,h(categorical),13.30967413408274,S(categorical),Nelson(categorical),4/03/2017(categorical),2.6741486494265287,8.02059914989697,2.0,1.0,1.0,5.60947179518496,4.442651256490317,7.576097340623111,Moonee Valley(categorical),-37.7294,144.888,Western Metropolitan(categorical),3464.0
Airport West,3,t(categorical),13.45883704259595,S(categorical),Brad(categorical),4/03/2017(categorical),2.6741486494265287,8.02059914989697,3.0,2.0,2.0,5.480638923341991,4.90527477843843,7.605890001053122,Moonee Valley(categorical),-37.7218,144.8837,Western Metropolitan(categorical),3464.0
Airport West,3,h(categorical),13.304686600863562,S(categorical),Maddison(categorical),4/03/2017(categorical),2.6741486494265287,8.02059914989697,2.0,1.0,1.0,5.673323267171493,4.762173934797756,7.591357046698551,Moonee Valley(categorical),-37.7273,144.8744,Western Metropolitan(categorical),3464.0
Airport West,2,u(categorical),13.122365377402328,VB(categorical),Barry(categorical),4/03/2017(categorical),2.6741486494265287,8.02059914989697,2.0,1.0,1.0,5.1298987149230735,4.465908118654584,7.60688453121963,Moonee Valley(categorical),-37.7215,144.8864,Western Metropolitan(categorical),3464.0
Airport West,3,h(categorical),13.487007879880162,S(categorical),Barry(categorical),6/08/2016(categorical),2.6741486494265287,8.02059914989697,2.0,1.0,1.0,6.431331081933479,4.844187086458591,7.58629630715272,Moonee Valley(categorical),-37.7173,144.8872,Western Metropolitan(categorical),3464.0
Airport West,4,h(categorical),13.573440270649085,S(categorical),Considine(categorical),6/08/2016(categorical),2.6741486494265287,8.02059914989697,3.0,1.0,2.0,6.393590753950631,4.852030263919617,7.58629630715272,Moonee Valley(categorical),-37.7259,144.8792,Western Metropolitan(categorical),3464.0
Airport West,6,h(categorical),13.493928313146206,SP(categorical),Barry(categorical),7/05/2016(categorical),2.6741486494265287,8.02059914989697,6.0,3.0,2.0,6.884486652042782,5.231108616854587,7.591357046698551,Moonee Valley(categorical),-37.7239,144.8735,Western Metropolitan(categorical),3464.0
Airport West,2,t(categorical),13.017005083966255,S(categorical),Barry(categorical),7/05/2016(categorical),2.6741486494265287,8.02059914989697,2.0,1.0,1.0,4.709530201312334,4.51085950651685,7.60887062919126,Moonee Valley(categorical),-37.7216,144.871,Western Metropolitan(categorical),3464.0
Airport West,2,u(categorical),13.151924121391561,S(categorical),Barry(categorical),7/11/2016(categorical),2.6741486494265287,8.02059914989697,2.0,1.0,1.0,4.955827057601261,4.30406509320417,7.607878073278507,Moonee Valley(categorical),-37.7298,144.8883,Western Metropolitan(categorical),3464.0
Airport West,2,u(categorical),13.180634172318978,S(categorical),Nelson(categorical),10/09/2016(categorical),2.6741486494265287,8.02059914989697,2.0,1.0,1.0,4.795790545596741,4.553876891600541,7.607381425639791,Moonee Valley(categorical),-37.7234,144.8792,Western Metropolitan(categorical),3464.0
Airport West,3,h(categorical),13.704580114574805,PI(categorical),Rendina(categorical),10/09/2016(categorical),2.6741486494265287,8.02059914989697,3.0,1.0,6.0,6.96979066990159,4.897839799950911,7.588829878307813,Moonee Valley(categorical),-37.7249,144.8728,Western Metropolitan(categorical),3464.0
Airport West,3,h(categorical),13.598598798635953,S(categorical),Nelson(categorical),10/12/2016(categorical),2.6741486494265287,8.02059914989697,3.0,1.0,1.0,0.0,4.663439094112067,7.576097340623111,Moonee Valley(categorical),-37.7217,144.8783,Western Metropolitan(categorical),3464.0
Airport West,3,u(categorical),13.530492932718326,S(categorical),Nelson(categorical),11/02/2017(categorical),2.6741486494265287,8.02059914989697,3.0,1.0,1.0,5.583496308781699,4.875197323201151,7.597897950521784,Moonee Valley(categorical),-37.7302,144.8855,Western Metropolitan(categorical),3464.0
Airport West,2,u(categorical),12.994532278619134,S(categorical),Barry(categorical),13/08/2016(categorical),2.6741486494265287,8.02059914989697,2.0,1.0,1.0,5.262690188904886,4.844187086458591,7.58629630715272,Moonee Valley(categorical),-37.7177,144.8787,Western Metropolitan(categorical),3464.0
Airport West,5,h(categorical),13.534474352733596,PI(categorical),Propertyau(categorical),14/05/2016(categorical),2.6741486494265287,8.02059914989697,3.0,2.0,2.0,6.391917113392602,4.844187086458591,7.58629630715272,Moonee Valley(categorical),-37.7248,144.8699,Western Metropolitan(categorical),3464.0
Airport West,3,t(categorical),13.45883704259595,PI(categorical),Brad(categorical),15/10/2016(categorical),2.6741486494265287,8.02059914989697,3.0,2.0,2.0,5.111987788356544,4.897839799950911,7.605890001053122,Moonee Valley(categorical),-37.727,144.887,Western Metropolitan(categorical),3464.0
Airport West,3,h(categorical),13.629182184591333,S(categorical),Barry(categorical),16/04/2016(categorical),2.6741486494265287,8.02059914989697,3.0,1.0,2.0,6.879355804460439,4.736198448394496,7.581209826196346,Moonee Valley(categorical),-37.7186,144.876,Western Metropolitan(categorical),3464.0
Airport West,2,u(categorical),13.044403998094442,S(categorical),Barry(categorical),16/07/2016(categorical),2.6741486494265287,8.02059914989697,2.0,1.0,1.0,5.10594547390058,4.844187086458591,7.602900462204755,Moonee Valley(categorical),-37.7218,144.8863,Western Metropolitan(categorical),3464.0
Airport West,3,h(categorical),13.415034483903348,SP(categorical),Barry(categorical),16/07/2016(categorical),2.6741486494265287,8.02059914989697,3.0,2.0,2.0,6.489204931325317,4.844187086458591,7.58629630715272,Moonee Valley(categorical),-37.7269,144.8742,Western Metropolitan(categorical),3464.0
Airport West,2,h(categorical),13.42246945133505,S(categorical),Barry(categorical),16/07/2016(categorical),2.6741486494265287,8.02059914989697,2.0,1.0,1.0,6.418364935936212,4.61512051684126,7.588829878307813,Moonee Valley(categorical),-37.7187,144.8765,Western Metropolitan(categorical),3464.0
Airport West,3,h(categorical),13.856653460987888,S(categorical),Nelson(categorical),16/07/2016(categorical),2.6741486494265287,8.02059914989697,3.0,2.0,5.0,6.418364935936212,5.1647859739235145,7.576097340623111,Moonee Valley(categorical),-37.7173,144.8796,Western Metropolitan(categorical),3464.0
Airport West,3,h(categorical),13.721200977393528,S(categorical),McDonald(categorical),17/09/2016(categorical),2.6741486494265287,8.02059914989697,3.0,1.0,1.0,6.654152520183219,4.844187086458591,7.58629630715272,Moonee Valley(categorical),-37.7231,144.8835,Western Metropolitan(categorical),3464.0
Airport West,4,h(categorical),13.558035621229783,S(categorical),Brad(categorical),17/09/2016(categorical),2.6741486494265287,8.02059914989697,5.0,3.0,4.0,6.2766434893416445,5.736572297479192,7.591357046698551,Moonee Valley(categorical),-37.7263,144.8679,Western Metropolitan(categorical),3464.0
Airport West,3,h(categorical),13.60479076121576,PI(categorical),Barry(categorical),18/03/2017(categorical),2.6741486494265287,8.02059914989697,3.0,3.0,2.0,6.320768294250582,5.262690188904886,7.591357046698551,Moonee Valley(categorical),-37.7285,144.8694,Western Metropolitan(categorical),3464.0
Airport West,3,h(categorical),13.480039220276565,S(categorical),Rendina(categorical),18/03/2017(categorical),2.6741486494265287,8.02059914989697,3.0,2.0,2.0,6.0473721790462776,4.844187086458591,7.59890045687141,Moonee Valley(categorical),-37.7164,144.8792,Western Metropolitan(categorical),3464.0
Airport West,3,h(categorical),13.579789490265188,S(categorical),Nelson(categorical),18/03/2017(categorical),2.6741486494265287,8.02059914989697,3.0,1.0,3.0,6.421622267806518,4.844187086458591,7.58629630715272,Moonee Valley(categorical),-37.7194,144.8827,Western Metropolitan(categorical),3464.0
Airport West,3,t(categorical),13.199326270390594,SP(categorical),Nelson(categorical),18/06/2016(categorical),2.6741486494265287,8.02059914989697,2.0,2.0,1.0,5.087596335232384,4.624972813284271,7.606387389772652,Moonee Valley(categorical),-37.7231,144.8802,Western Metropolitan(categorical),3464.0
Airport West,3,t(categorical),13.623139877437296,SP(categorical),Barry(categorical),19/11/2016(categorical),2.6741486494265287,8.02059914989697,3.0,2.0,1.0,5.683579767338681,4.634728988229636,7.581209826196346,Moonee Valley(categorical),-37.72,144.8776,Western Metropolitan(categorical),3464.0
Airport West,3,h(categorical),13.437175577097312,S(categorical),Barry(categorical),22/05/2016(categorical),2.6741486494265287,8.02059914989697,3.0,1.0,1.0,6.363028103540465,4.736198448394496,7.588829878307813,Moonee Valley(categorical),-37.7226,144.8733,Western Metropolitan(categorical),3464.0
Airport West,3,h(categorical),13.598598798635953,S(categorical),Barry(categorical),22/08/2016(categorical),2.6741486494265287,8.02059914989697,3.0,1.0,1.0,6.436150368369428,4.844187086458591,7.58629630715272,Moonee Valley(categorical),-37.7184,144.882,Western Metropolitan(categorical),3464.0
Airport West,2,u(categorical),13.1421679654829,S(categorical),Nelson(categorical),22/08/2016(categorical),2.6741486494265287,8.02059914989697,2.0,1.0,1.0,4.955827057601261,4.343805421853684,7.58629630715272,Moonee Valley(categorical),-37.7202,144.8797,Western Metropolitan(categorical),3464.0
Airport West,3,h(categorical),13.324489195480057,S(categorical),Nelson(categorical),22/08/2016(categorical),2.6741486494265287,8.02059914989697,3.0,2.0,1.0,5.3612921657094255,4.844187086458591,7.58629630715272,Moonee Valley(categorical),-37.7181,144.8824,Western Metropolitan(categorical),3464.0
Airport West,3,h(categorical),13.403022345492023,S(categorical),Brad(categorical),23/04/2016(categorical),2.6741486494265287,8.02059914989697,3.0,1.0,2.0,6.418364935936212,4.844187086458591,7.58629630715272,Moonee Valley(categorical),-37.7169,144.8815,Western Metropolitan(categorical),3464.0
Airport West,4,h(categorical),13.79326597151132,S(categorical),Nelson(categorical),24/09/2016(categorical),2.6741486494265287,8.02059914989697,4.0,3.0,2.0,6.278521424165844,4.844187086458591,7.58629630715272,Moonee Valley(categorical),-37.7263,144.869,Western Metropolitan(categorical),3464.0
Airport West,3,h(categorical),13.487007879880162,PI(categorical),Nelson(categorical),25/02/2017(categorical),2.6741486494265287,8.02059914989697,3.0,1.0,1.0,6.373319789577012,4.844187086458591,7.58629630715272,Moonee Valley(categorical),-37.72,144.878,Western Metropolitan(categorical),3464.0
Airport West,4,h(categorical),13.547632419997361,S(categorical),Prof.(categorical),27/11/2016(categorical),2.6741486494265287,8.02059914989697,4.0,1.0,2.0,6.234410725718371,4.844187086458591,7.58629630715272,Moonee Valley(categorical),-37.7261,144.8785,Western Metropolitan(categorical),3464.0
Airport West,4,h(categorical),13.710151153416941,S(categorical),Harcourts(categorical),27/11/2016(categorical),2.6741486494265287,8.02059914989697,4.0,2.0,3.0,6.444131256700441,4.990432586778736,7.588829878307813,Moonee Valley(categorical),-37.7256,144.8739,Western Metropolitan(categorical),3464.0
Albert Park,2,h(categorical),14.058457520888082,S(categorical),hockingstuart(categorical),3/09/2016(categorical),1.4586150226995167,8.073091199693154,2.0,1.0,0.0,4.795790545596741,4.418840607796598,7.550135342488429,Port Phillip(categorical),-37.8459,144.9555,Southern Metropolitan(categorical),3280.0
Albert Park,2,h(categorical),14.190517145872716,S(categorical),Thomson(categorical),3/09/2016(categorical),1.4586150226995167,8.073091199693154,2.0,1.0,0.0,5.075173815233827,4.844187086458591,7.58629630715272,Port Phillip(categorical),-37.845,144.9538,Southern Metropolitan(categorical),3280.0
Albert Park,3,h(categorical),14.862829903121964,PI(categorical),Buxton(categorical),4/03/2017(categorical),1.4586150226995167,8.073091199693154,3.0,2.0,0.0,5.356586274672012,5.293304824724492,7.544861068658458,Port Phillip(categorical),-37.8481,144.9499,Southern Metropolitan(categorical),3280.0
Albert Park,3,h(categorical),14.430696737594902,S(categorical),Greg(categorical),4/03/2017(categorical),1.4586150226995167,8.073091199693154,3.0,2.0,0.0,4.859812404361672,4.897839799950911,7.544861068658458,Port Phillip(categorical),-37.8452,144.9488,Southern Metropolitan(categorical),3280.0
Albert Park,2,h(categorical),14.177372724968894,S(categorical),RT(categorical),4/03/2017(categorical),1.4586150226995167,8.073091199693154,2.0,1.0,0.0,4.875197323201151,4.406719247264253,7.550135342488429,Port Phillip(categorical),-37.8431,144.9565,Southern Metropolitan(categorical),3280.0
Albert Park,2,h(categorical),13.919871474189012,S(categorical),Marshall(categorical),6/08/2016(categorical),1.4586150226995167,8.073091199693154,1.0,1.0,0.0,4.997212273764115,4.844187086458591,7.550135342488429,Port Phillip(categorical),-37.8444,144.9484,Southern Metropolitan(categorical),3280.0
Albert Park,2,h(categorical),14.253766134056512,S(categorical),Sotheby's(categorical),7/05/2016(categorical),1.4586150226995167,8.073091199693154,2.0,1.0,1.0,5.123963979403259,4.844187086458591,7.58629630715272,Port Phillip(categorical),-37.8405,144.9521,Southern Metropolitan(categorical),3280.0
Albert Park,4,h(categorical),14.648420115681892,S(categorical),Marshall(categorical),7/05/2016(categorical),1.4586150226995167,8.073091199693154,4.0,2.0,1.0,5.0369526024136295,5.198497031265826,7.53955882930103,Port Phillip(categorical),-37.8447,144.9523,Southern Metropolitan(categorical),3280.0
Albert Park,3,t(categorical),14.253766134056512,VB(categorical),Marshall(categorical),7/11/2016(categorical),1.4586150226995167,8.073091199693154,3.0,2.0,2.0,6.577861357721047,4.844187086458591,7.58629630715272,Port Phillip(categorical),-37.8443,144.9598,Southern Metropolitan(categorical),3280.0
Albert Park,3,h(categorical),14.403297778421795,VB(categorical),Greg(categorical),7/11/2016(categorical),1.4586150226995167,8.073091199693154,3.0,2.0,1.0,4.890349128221754,5.075173815233827,7.599401333415815,Port Phillip(categorical),-37.8415,144.952,Southern Metropolitan(categorical),3280.0
Albert Park,2,h(categorical),14.566927118346197,S(categorical),Greg(categorical),10/09/2016(categorical),1.4586150226995167,8.073091199693154,2.0,1.0,1.0,5.298317366548036,4.68213122712422,7.550135342488429,Port Phillip(categorical),-37.8422,144.9554,Southern Metropolitan(categorical),3280.0
Albert Park,3,h(categorical),14.403297778421795,VB(categorical),Cayzer(categorical),10/09/2016(categorical),1.4586150226995167,8.073091199693154,3.0,1.0,1.0,5.537334267018537,4.844187086458591,7.58629630715272,Port Phillip(categorical),-37.8443,144.9579,Southern Metropolitan(categorical),3280.0
Albert Park,3,h(categorical),14.403297778421795,S(categorical),Marshall(categorical),10/09/2016(categorical),1.4586150226995167,8.073091199693154,3.0,2.0,1.0,4.51085950651685,4.812184355372417,7.550135342488429,Port Phillip(categorical),-37.8421,144.9571,Southern Metropolitan(categorical),3280.0
Albert Park,2,h(categorical),14.408837955728044,PI(categorical),Greg(categorical),10/12/2016(categorical),1.4586150226995167,8.073091199693154,2.0,1.0,0.0,5.484796933490655,4.844187086458591,7.58629630715272,Port Phillip(categorical),-37.8379,144.9539,Southern Metropolitan(categorical),3280.0
Albert Park,3,h(categorical),14.776775037890266,S(categorical),Cayzer(categorical),10/12/2016(categorical),1.4586150226995167,8.073091199693154,3.0,2.0,1.0,5.181783550292085,5.204006687076795,7.53955882930103,Port Phillip(categorical),-37.8415,144.9585,Southern Metropolitan(categorical),3280.0
Albert Park,5,h(categorical),14.557448378884015,S(categorical),Greg(categorical),10/12/2016(categorical),1.4586150226995167,8.073091199693154,5.0,2.0,1.0,5.472270673671475,4.844187086458591,7.58629630715272,Port Phillip(categorical),-37.8436,144.9557,Southern Metropolitan(categorical),3280.0
Albert Park,3,h(categorical),14.077875591662238,S(categorical),hockingstuart(categorical),10/12/2016(categorical),1.4586150226995167,8.073091199693154,3.0,1.0,0.0,4.867534450455582,4.844187086458591,7.58629630715272,Port Phillip(categorical),-37.8422,144.94899999999996,Southern Metropolitan(categorical),3280.0
Albert Park,3,h(categorical),14.130322027731049,S(categorical),Greg(categorical),12/06/2016(categorical),1.4586150226995167,8.073091199693154,3.0,2.0,2.0,0.0,4.454347296253507,7.601402334583733,Port Phillip(categorical),-37.8451,144.9511,Southern Metropolitan(categorical),3280.0
Albert Park,2,h(categorical),13.815511557963774,S(categorical),Cayzer(categorical),12/11/2016(categorical),1.4586150226995167,8.073091199693154,2.0,1.0,0.0,5.666426688112432,4.844187086458591,7.58629630715272,Port Phillip(categorical),-37.8407,144.9523,Southern Metropolitan(categorical),3280.0
Albert Park,3,h(categorical),14.761360480429413,S(categorical),Greg(categorical),15/10/2016(categorical),1.4586150226995167,8.073091199693154,3.0,2.0,1.0,5.43372200355424,4.844187086458591,7.58629630715272,Port Phillip(categorical),-37.8445,144.9501,Southern Metropolitan(categorical),3280.0
